team,player,value
Austria,Sasa Kalajdzic,4.0
Austria,Michael Svoboda,3.5
Austria,David Alaba,3.0
Austria,Dejan Ljubicic,3.0
Austria,Florian Grillitsch,2.5
Austria,Florian Wiegele,2.2
Austria,Patrick Pentz,2.2
Austria,Alexander Schlager,2.0
Austria,Marko Arnautovic,2.0
Austria,Phillipp Mwene,1.5
Austria,Michael Gregoritsch,1.5
Austria,Alessandro Schöpf,0.8
Rusia,Aleksey Batrakov,28.0
Rusia,Matvey Kislyak,25.0
Rusia,Aleksandr Golovin,18.0
Rusia,Konstantin Tyukavin,17.0
Rusia,Maksim Glushenkov,15.0
Rusia,Stanislav Agkatsev,12.0
Rusia,Igor Diveev,10.0
Rusia,Ivan Oblyakov,10.0
Rusia,Aleksandr Silyanov,8.0
Rusia,Dmitriy Barinov,7.5
Rusia,Nail Umyarov,7.5
Rusia,Nikita Krivtsov,7.5
Rusia,Aleksey Miranchuk,7.5
Rusia,Artem Karpukas,7.0
Rusia,Danil Prutsev,6.0
Rusia,Dmitriy Vorobyov,6.0
Rusia,Danil Krugovoy,5.0
Rusia,Aleksandr Maksimenko,4.0
Rusia,Evgeniy Morozov,4.0
Rusia,Daniil Denisov,4.0
Rusia,Denis Adamov,3.5
Rusia,Anton Mitryushkin,3.5
Rusia,Maksim Osipenko,3.0
Rusia,Viktor Melekhin,3.0
Rusia,Ilya Vakhania,3.0
Rusia,Lechi Sadulaev,3.0
Ghana,Antoine Semenyo,80.0
Ghana,Abdul Fatawu,20.0
Ghana,Kamaldeen Sulemana,17.0
Ghana,Brandon Thomas-Asante,16.0
Ghana,Christopher Bonsu Baah,14.0
Ghana,Kojo Peprah Oppong,10.0
Ghana,Caleb Yirenkyi,10.0
Ghana,Ernest Nuamah,10.0
Ghana,Iñaki Williams,8.0
Ghana,Alidu Seidu,6.0
Ghana,Jonas Adjetey,6.0
Ghana,Augustine Boakye,6.0
Ghana,Jerome Opoku,5.0
Ghana,Gideon Mensah,4.0
Ghana,Elisha Owusu,4.0
Ghana,Abdul Mumin,3.0
Ghana,Marvin Senaya,3.0
Ghana,Prince Adu,3.0
Ghana,Abdul Rahman Baba,2.0
Ghana,Thomas Partey,2.0
Ghana,Lawrence Ati Zigi,1.5
Ghana,Kwasi Sibo,1.4
Ghana,Derrick Luckassen,1.0
Ghana,Jordan Ayew,1.0
Ghana,Joseph Anang,0.35
Ghana,Benjamin Asare,0.1
Polonia,Jakub Kiwior,35.0
Polonia,Oskar Pietuszewski,25.0
Polonia,Nicola Zalewski,20.0
Polonia,Kacper Potulski,18.0
Polonia,Jakub Kaminski,17.0
Polonia,Kamil Grabara,12.0
Polonia,Marcin Bulka,12.0
Polonia,Sebastian Szymanski,12.0
Polonia,Jan Bednarek,11.0
Polonia,Piotr Zielinski,10.0
Polonia,Robert Lewandowski,7.0
Polonia,Kacper Kozlowski,6.0
Polonia,Mateusz Zukowski,6.0
Polonia,Oskar Wójcik,5.0
Polonia,Jakub Piotrowski,4.5
Polonia,Karol Świderski,4.5
Polonia,Michal Skoras,4.0
Polonia,Arkadiusz Pyrka,3.5
Polonia,Bartosz Slisz,3.5
Polonia,Norbert Wojtuszek,3.0
Polonia,Filip Rózga,2.8
Polonia,Przemysław Wiśniewski,2.5
Polonia,Karol Czubak,2.5
Polonia,Mateusz Kochalski,2.0
Polonia,Tomasz Kedziora,2.0
Polonia,Bartosz Kapustka,0.8
Serbia,Strahinja Pavlović,40.0
Serbia,Aleksandar Stanković,32.0
Serbia,Vasilije Kostov,25.0
Serbia,Adem Avdic,10.0
Serbia,Andrija Maksimovic,9.0
Serbia,Mihailo Ivanović,9.0
Serbia,Filip Stanković,8.0
Serbia,Vanja Dragojevic,8.0
Serbia,Andrija Zivkovic,8.0
Serbia,Strahinja Erakovic,7.0
Serbia,Jovan Milosevic,7.0
Serbia,Nikola Simic,6.0
Serbia,Kosta Nedeljkovic,6.0
Serbia,Njegos Petrovic,4.5
Serbia,Stefan Bukinac,3.5
Serbia,Petar Stanic,3.5
Serbia,Veljko Birmancevic,3.5
Serbia,Nikola Stulic,3.5
Serbia,Dejan Zukic,3.0
Serbia,Ognjen Mimović,2.7
Serbia,Mirko Milikic,2.5
Serbia,Vladimir Lucic,1.8
Serbia,Petar Petrovic,1.7
Serbia,Lazar Randjelovic,1.7
Serbia,Veljko Ilić,1.0
Serbia,Vukasin Djurdjevic,1.0
Hungría,Dominik Szoboszlai,100.0
Hungría,Milos Kerkez,35.0
Hungría,Roland Sallai,14.0
Hungría,Alex Tóth,12.0
Hungría,Willi Orbán,5.0
Hungría,András Schäfer,4.5
Hungría,Damir Redzic,4.0
Hungría,Barnabás Varga,4.0
Hungría,Áron Yaakobishvili,3.0
Hungría,Callum Styles,3.0
Hungría,Bendegúz Bolla,3.0
Hungría,Márton Dárdai,2.5
Hungría,Péter Baráth,2.5
Hungría,Milán Vitális,2.0
Hungría,Tamás Szűcs,1.5
Hungría,Zsombor Gruber,1.5
Hungría,Bendegúz Kovács,1.5
Hungría,Zsolt Nagy,1.2
Hungría,Szabolcs Schön,1.2
Hungría,Balázs Tóth,1.0
Hungría,Márk Csinger,1.0
Hungría,Rajmund Tóth,0.9
Hungría,Ármin Pécsi,0.8
Hungría,Ákos Markgráf,0.8
Hungría,Dániel Lukács,0.8
Hungría,Kornél Szűcs,0.75
Camerún,Bryan Mbeumo,75.0
Camerún,Christian Kofane,40.0
Camerún,Arthur Avom,20.0
Camerún,Karl Etta Eyong,15.0
Camerún,Jackson Tchatchoua,12.0
Camerún,Mahamadou Nagida,7.0
Camerún,Danny Namaso,6.0
Camerún,Darlin Yongwa,5.0
Camerún,Samuel Kotto,4.0
Camerún,Kévin Keben,3.5
Camerún,Simon Ngapandouetnbu,2.5
Camerún,Ryan Fosso,2.0
Camerún,Fidel Brice Ambina,1.8
Camerún,Oliver Kamdem,1.2
Camerún,Saidou Alioum,0.9
Camerún,Che Malone,0.8
Camerún,Blondy Nna Noukeu,0.7
Camerún,Devis Epassy,0.4
Camerún,Stephane Keller,0.4
Camerún,Maël Fernandez Monyebe,0.3
Camerún,Konrad Nfanseu Sinyam,0.3
Camerún,Emmanuel Moungam,0.2
Camerún,Angel Yondjo Matah,0.2
Camerún,Arnold Kamdem,0.1
Camerún,Internacional_1,0.2
Camerún,Internacional_2,0.2
Canadá,Alphonso Davies,40.0
Canadá,Jonathan David,30.0
Canadá,Ismaël Koné,25.0
Canadá,Promise David,17.0
Canadá,Tajon Buchanan,12.0
Canadá,Alistair Johnston,8.0
Canadá,Nathan-Dylan Saliba,7.5
Canadá,Moïse Bombito,7.0
Canadá,Tani Oluwaseyi,7.0
Canadá,Alfie Jones,6.0
Canadá,Stephen Eustaquio,6.0
Canadá,Ali Ahmed,5.0
Canadá,Niko Sigur,4.0
Canadá,Dayne St. Clair,3.5
Canadá,Liam Millar,3.0
Canadá,Derek Cornelius,2.5
Canadá,Jacob Shaffelburg,2.5
Canadá,Cyle Larin,2.5
Canadá,Joel Waterman,2.0
Canadá,Jayden Nelson,2.0
Canadá,Maxime Crépeau,1.8
Canadá,Luc De Fougerolles,1.0
Canadá,Richie Laryea,1.0
Canadá,Jonathan Osorio,1.0
Canadá,Mathieu Choinière,0.8
Canadá,Owen Goodman,0.55
México,Santiago Gimenez,18.0
México,Edson Álvarez,15.0
México,Armando González,15.0
México,Julián Quiñones,14.0
México,Johan Vásquez,12.0
México,Érik Lira,12.0
México,Obed Vargas,10.0
México,Gilberto Mora,10.0
México,Brian Gutiérrez,8.0
México,Alexis Vega,8.0
México,César Montes,7.5
México,Roberto Alvarado,7.5
México,Orbelín Pineda,7.0
México,Raúl Rangel,6.5
México,Israel Reyes,6.5
México,Luis Chávez,6.0
México,Álvaro Fidalgo,6.0
México,Mateo Chávez,4.0
México,César Huerta,3.5
México,Luis Romo,3.0
México,Raúl Jiménez,3.0
México,Carlos Acevedo,2.8
México,Jesús Gallardo,2.8
México,Jorge Sánchez,2.0
México,Guillermo Martínez,1.5
México,Guillermo Ochoa,0.25
Chequia,Ladislav Krejčí,22.0
Chequia,Pavel Sulc,20.0
Chequia,Lukas Hornicek,18.0
Chequia,Patrik Schick,18.0
Chequia,Robin Hranac,10.0
Chequia,Stepan Chaloupek,10.0
Chequia,Tomáš Souček,10.0
Chequia,Adam Hlozek,10.0
Chequia,Matej Kovar,8.0
Chequia,Michal Sadílek,8.0
Chequia,Lukas Provod,8.0
Chequia,David Zima,7.0
Chequia,Lukas Cerv,6.0
Chequia,David Jurásek,5.0
Chequia,Mojmír Chytil,4.0
Chequia,Hugo Sochurek,3.5
Chequia,David Doudera,3.5
Chequia,Denis Visinsky,3.0
Chequia,Jan Kuchta,2.7
Chequia,Tomas Chory,2.7
Chequia,Vladimír Coufal,2.5
Chequia,Alexandr Sojka,2.3
Chequia,Jindrich Stanek,2.0
Chequia,Tomas Holes,1.0
Chequia,Jaroslav Zelený,0.6
Chequia,Vladimír Darida,0.375
Gales,Ethan Ampadu,30.0
Gales,Brennan Johnson,30.0
Gales,Neco Williams,28.0
Gales,Joe Rodon,18.0
Gales,Sorba Thomas,14.0
Gales,David Brooks,12.0
Gales,Daniel James,10.0
Gales,Jay Dasilva,9.0
Gales,Nathan Broadhead,7.0
Gales,Lewis Koumas,4.0
Gales,Chris Mepham,3.0
Gales,Ben Davies,3.0
Gales,Rhys Norrington-Davies,2.5
Gales,Dylan Lawlor,1.8
Gales,Connor Roberts,1.5
Gales,Kieffer Moore,1.3
Gales,Ronan Kpakio,1.2
Gales,Isaak Davies,1.0
Gales,Joel Colwill,0.9
Gales,Danny Ward,0.6
Gales,Kai Andrews,0.5
Gales,Cameron Congreve,0.45
Gales,Josh Sheehan,0.4
Gales,Jayden Lienou,0.3
Gales,Karl Darlow,0.2
Gales,Ollie Bostock,0.2
Nigeria,Calvin Bassey,28.0
Nigeria,Raphael Onyedika,23.0
Nigeria,Emmanuel Fernandez,18.0
Nigeria,Akor Adams,15.0
Nigeria,Maduka Okoye,10.0
Nigeria,Wilfred Ndidi,8.0
Nigeria,Frank Onyeka,8.0
Nigeria,Terem Moffi,8.0
Nigeria,Igoh Ogbu,7.0
Nigeria,Moses Simon,7.0
Nigeria,Rafiu Durosinmi,7.0
Nigeria,Fisayo Dele-Bashiru,6.0
Nigeria,Paul Onuachu,6.0
Nigeria,Arthur Okonkwo,5.0
Nigeria,Tochukwu Nnadi,4.5
Nigeria,Philip Otele,4.0
Nigeria,Zaidu Sanusi,3.0
Nigeria,Bruno Onyemaechi,2.5
Nigeria,Abdullahi Bewene,0.85
Nigeria,Semi Ajayi,0.7
Nigeria,Francis Uzoho,0.3
Nigeria,Tosin Oyedokun,0.3
Nigeria,Christian Akpan,0.2
Nigeria,Internacional_1,0.2
Nigeria,Internacional_2,0.2
Nigeria,Internacional_3,0.2
Escocia,Scott McTominay,40.0
Escocia,Aaron Hickey,16.0
Escocia,Ben Gannon-Doak,15.0
Escocia,Lewis Ferguson,14.0
Escocia,John McGinn,13.0
Escocia,Nathan Patterson,10.0
Escocia,George Hirst,10.0
Escocia,Kieran Tierney,8.0
Escocia,Ryan Christie,8.0
Escocia,Andrew Robertson,7.0
Escocia,Ché Adams,5.0
Escocia,Scott McKenna,4.0
Escocia,Lawrence Shankland,3.0
Escocia,Jack Hendry,2.5
Escocia,Ross Stewart,2.5
Escocia,John Souttar,2.0
Escocia,Dominic Hyam,2.0
Escocia,Findlay Curtis,2.0
Escocia,Anthony Ralston,1.5
Escocia,Tyler Fletcher,1.5
Escocia,Angus Gunn,1.0
Escocia,Liam Kelly,0.8
Escocia,Lyndon Dykes,0.8
Escocia,Kenny McLean,0.4
Escocia,Grant Hanley,0.2
Escocia,Craig Gordon,0.05
Paraguay,Diego Gómez,25.0
Paraguay,Julio Enciso,25.0
Paraguay,Mauricio,15.0
Paraguay,Omar Alderete,13.0
Paraguay,Ramón Sosa,10.0
Paraguay,Isidro Pitta,7.5
Paraguay,Miguel Almirón,7.0
Paraguay,Orlando Gill,6.0
Paraguay,Damián Bobadilla,6.0
Paraguay,Juan José Cáceres,5.0
Paraguay,Andrés Cubas,4.5
Paraguay,Kaku,4.5
Paraguay,Gustavo Gómez,3.5
Paraguay,Braian Ojeda,3.5
Paraguay,Álex Arce,3.5
Paraguay,Matías Galarza,3.0
Paraguay,Alexandro Maidana,2.5
Paraguay,José Canale,2.2
Paraguay,Antonio Sanabria,1.8
Paraguay,Júnior Alonso,1.5
Paraguay,Gustavo Caballero,1.0
Paraguay,Fabián Balbuena,0.9
Paraguay,Gabriel Ávalos,0.75
Paraguay,Gastón Olveira,0.5
Paraguay,Gustavo Velázquez,0.4
Paraguay,Roberto Fernández,0.1
Kosovo,Fisnik Asllani,35.0
Kosovo,Leon Avdullahu,30.0
Kosovo,Albian Hajdari,25.0
Kosovo,Edon Zhegrova,10.0
Kosovo,Arijanet Murić,7.5
Kosovo,Albion Rrahmani,7.0
Kosovo,Veldin Hodza,4.0
Kosovo,Dion Gallapeni,4.0
Kosovo,Elvis Rexhbecaj,3.5
Kosovo,Mërgim Vojvoda,2.5
Kosovo,Rilind Nivokazi,2.2
Kosovo,Lindon Emërllahu,2.0
Kosovo,Bersant Celina,2.0
Kosovo,Amir Saipi,1.8
Kosovo,Kreshnik Hajrizi,1.5
Kosovo,Valmir Matoshi,1.5
Kosovo,Dardan Shabanhaxhaj,1.5
Kosovo,Ilir Krasniqi,1.0
Kosovo,Ermal Krasniqi,1.0
Kosovo,Muharrem Jashari,1.0
Kosovo,Baton Zabergja,1.0
Kosovo,Andi Hoti,0.75
Kosovo,Vesel Demaku,0.5
Kosovo,Ron Raci,0.45
Kosovo,Visar Bekaj,0.4
Kosovo,Valon Berisha,0.25
Irlanda,Nathan Collins,30.0
Irlanda,Caoimhín Kelleher,28.0
Irlanda,Troy Parrott,25.0
Irlanda,Jake O'Brien,18.0
Irlanda,Dara O'Shea,16.0
Irlanda,Liam Scales,5.0
Irlanda,Chiedozie Ogbene,4.0
Irlanda,James Abankwah,3.5
Irlanda,Jayson Molumby,3.5
Irlanda,Mark Travers,3.0
Irlanda,Conor Coventry,2.0
Irlanda,Alex Murphy,1.5
Irlanda,Jamie McGrath,1.2
Irlanda,Killian Phillips,1.0
Irlanda,Mason Melia,1.0
Irlanda,Corrie Ndaba,0.9
Irlanda,Jack Moylan,0.8
Irlanda,Joe Hodge,0.7
Irlanda,Matthew Healy,0.5
Irlanda,Dawson Devoy,0.35
Irlanda,Ed McGinty,0.3
Irlanda,Conor Brann,0.3
Irlanda,Josh O'Dwyer,0.3
Irlanda,Jaden Umeh,0.3
Irlanda,Kian Leavy,0.25
Irlanda,Séamus Coleman,0.2
Bosnia-Herzegovina,Tarik Muharemović,25.0
Bosnia-Herzegovina,Kerim Alajbegovic,22.0
Bosnia-Herzegovina,Ermedin Demirovic,22.0
Bosnia-Herzegovina,Amar Dedić,16.0
Bosnia-Herzegovina,Esmir Bajraktarevic,8.0
Bosnia-Herzegovina,Ermin Mahmic,5.0
Bosnia-Herzegovina,Nikola Vasilj,4.5
Bosnia-Herzegovina,Benjamin Tahirović,4.5
Bosnia-Herzegovina,Amar Memić,4.5
Bosnia-Herzegovina,Sead Kolasinac,4.0
Bosnia-Herzegovina,Amir Hadziahmetovic,4.0
Bosnia-Herzegovina,Haris Tabakovic,3.5
Bosnia-Herzegovina,Stjepan Radeljic,2.8
Bosnia-Herzegovina,Armin Gigovic,2.5
Bosnia-Herzegovina,Jovo Lukić,2.2
Bosnia-Herzegovina,Martin Zlomislic,2.0
Bosnia-Herzegovina,Ivan Šunjić,2.0
Bosnia-Herzegovina,Nikola Katic,1.8
Bosnia-Herzegovina,Arjan Malic,1.8
Bosnia-Herzegovina,Ivan Basic,1.5
Bosnia-Herzegovina,Samed Bazdar,1.5
Bosnia-Herzegovina,Nihad Mujakic,1.2
Bosnia-Herzegovina,Dennis Hadzikadunic,1.2
Bosnia-Herzegovina,Dzenis Burnic,1.2
Bosnia-Herzegovina,Edin Dzeko,1.0
Bosnia-Herzegovina,Mladen Jurkas,0.7
República Democrática del Congo,Noah Sadiki,35.0
República Democrática del Congo,Yoane Wissa,25.0
República Democrática del Congo,Aaron Wan-Bissaka,15.0
República Democrática del Congo,Ngal'ayel Mukau,15.0
República Democrática del Congo,Simon Banza,10.0
República Democrática del Congo,Matthieu Epolo,8.0
República Democrática del Congo,Axel Tuanzebe,5.0
República Democrática del Congo,Edo Kayembe,4.0
República Democrática del Congo,Théo Bongonda,3.0
República Democrática del Congo,Steve Kapuadi,2.5
República Democrática del Congo,Charles Pickel,2.5
República Democrática del Congo,Chancel Mbemba,2.0
República Democrática del Congo,Joris Kayembe,2.0
República Democrática del Congo,Arthur Masuaku,2.0
República Democrática del Congo,Nathanaël Mbuku,2.0
República Democrática del Congo,Brian Cipenga,2.0
República Democrática del Congo,Fiston Mayele,1.8
República Democrática del Congo,Meschack Elia,1.5
República Democrática del Congo,Samuel Moutoussamy,1.2
República Democrática del Congo,Cédric Bakambu,1.2
República Democrática del Congo,Gédéon Kalulu,1.0
República Democrática del Congo,Timothy Fayulu,0.8
República Democrática del Congo,Dylan Batubinsika,0.6
República Democrática del Congo,Lionel Mpasi-Nzau,0.4
República Democrática del Congo,Gaël Kakuta,0.25
República Democrática del Congo,Aaron Tshibola,0.15
Corea del Sur,Kang-in Lee,28.0
Corea del Sur,Min-jae Kim,20.0
Corea del Sur,Heung-min Son,15.0
Corea del Sur,Hyeon-gyu Oh,15.0
Corea del Sur,Jens Castrop,10.0
Corea del Sur,In-beom Hwang,7.0
Corea del Sur,Young-woo Seol,6.5
Corea del Sur,Hee-chan Hwang,6.0
Corea del Sur,Hyun-jun Yang,5.0
Corea del Sur,Jun-ho Bae,4.0
Corea del Sur,Han-beom Lee,3.0
Corea del Sur,Gue-sung Cho,2.5
Corea del Sur,Tae-seok Lee,2.0
Corea del Sur,Seung-ho Paik,2.0
Corea del Sur,Jae-sung Lee,2.0
Corea del Sur,Ji-sung Eom,1.8
Corea del Sur,Dong-gyeong Lee,1.6
Corea del Sur,Tae-hyeon Kim,1.2
Corea del Sur,Jin-gyu Kim,1.2
Corea del Sur,Bum-keun Song,1.0
Corea del Sur,Jin-seob Park,1.0
Corea del Sur,Gi-hyuk Lee,0.8
Corea del Sur,Moon-hwan Kim,0.75
Corea del Sur,Hyeon-woo Jo,0.65
Corea del Sur,Wi-je Cho,0.55
Corea del Sur,Seung-gyu Kim,0.5
Malí,Mamadou Sangaré,40.0
Malí,Lassine Sinayoko,10.0
Malí,Mohamed Camara,9.0
Malí,Kamory Doumbia,9.0
Malí,Ousmane Camara,8.0
Malí,Soumaïla Diabaté,8.0
Malí,Daouda Guindo,4.5
Malí,Mamadou Doumbia,4.0
Malí,Aliou Dieng,3.0
Malí,Gaoussou Diakité,3.0
Malí,Lassana Coulibaly,2.2
Malí,Fodé Doucouré,2.0
Malí,Woyo Coulibaly,2.0
Malí,Kalidou Sidibé,2.0
Malí,Gaoussou Diarra,1.7
Malí,Nathan Gassama,1.5
Malí,Hamari Traoré,1.5
Malí,Amadou Dante,1.2
Malí,Cheick Oumar Konaté,1.2
Malí,Ousmane Diakité,1.2
Malí,Moussa Diakité,1.0
Malí,Djigui Diarra,0.4
Malí,N'Golo Traoré,0.3
Malí,Issa Djiguiba,0.3
Malí,Mahamadou Sissoko,0.3
Malí,Sekou Maiga,0.3
Egipto,Omar Marmoush,50.0
Egipto,Mohamed Salah,22.0
Egipto,Trezeguet,4.5
Egipto,Marwan Ateya,4.0
Egipto,Emam Ashour,4.0
Egipto,Haissem Hassan,3.5
Egipto,Zizo,3.5
Egipto,Mohanad Lasheen,3.0
Egipto,Mohamed Abdelmonem,2.5
Egipto,Ibrahim Adel,2.5
Egipto,Hossam Abdelmaguid,2.0
Egipto,Hamdy Fathy,1.8
Egipto,Mostafa Ziko,1.8
Egipto,Mohamed Hany,1.5
Egipto,Mahmoud Saber,1.5
Egipto,Hamza Abdelkarim,1.5
Egipto,Oufa Shobeir,1.2
Egipto,Mohamed Alaa,1.2
Egipto,Ahmed Fatouh,1.0
Egipto,Nabil Dunga,1.0
Egipto,Karim Hafez,0.7
Egipto,Ramy Rabia,0.6
Egipto,Mohamed El Shenawy,0.5
Egipto,Yasser Ibrahim,0.275
Egipto,Tarek Alaa,0.25
Egipto,El Mahdi Soliman,0.15
Burkina Faso,Edmond Tapsoba,35.0
Burkina Faso,Dango Ouattara,35.0
Burkina Faso,Arsène Kouassi,15.0
Burkina Faso,Cyriaque Irié,8.0
Burkina Faso,Adamo Nagalo,2.8
Burkina Faso,Arthur Zagré,2.0
Burkina Faso,Ousseni Bouda,1.8
Burkina Faso,Georgi Minoungou,1.5
Burkina Faso,Mohamed Ouédraogo,1.2
Burkina Faso,Ismahila Ouédraogo,1.2
Burkina Faso,Mohamed Konaté,1.0
Burkina Faso,Mohamed Zougrana,0.8
Burkina Faso,Gustavo Sangaré,0.8
Burkina Faso,Kilian Nikièma,0.7
Burkina Faso,Elohim Kaboré,0.7
Burkina Faso,Abdoul Tapsoba,0.55
Burkina Faso,Lohann Doucet,0.5
Burkina Faso,Hillel Konaté,0.4
Burkina Faso,Rachide Gnanou,0.3
Burkina Faso,Pierre Landry Kaboré,0.3
Burkina Faso,Farid Ouédraogo,0.25
Burkina Faso,Cyril Dao,0.2
Burkina Faso,Saïdou Simporé,0.2
Burkina Faso,Aboubacar Bassinga,0.2
Burkina Faso,Hanaby Hadalou Sagne,0.1
Burkina Faso,Internacional_1,0.2
Eslovenia,Zan Vipotnik,22.0
Eslovenia,Jaka Bijol,20.0
Eslovenia,Jan Oblak,15.0
Eslovenia,Vanja Drkusic,5.0
Eslovenia,Adam Gnezda Cerin,4.5
Eslovenia,David Brekalo,3.5
Eslovenia,Sandi Lovrić,3.5
Eslovenia,David Zec,2.5
Eslovenia,Tamar Svetlin,2.5
Eslovenia,Danijel Sturm,2.5
Eslovenia,Svit Seslar,2.2
Eslovenia,Marcel Ratnik,2.0
Eslovenia,Srdjan Kuzmic,2.0
Eslovenia,Adrian Zeljkovic,2.0
Eslovenia,Aljosa Matko,1.7
Eslovenia,Tjas Begic,1.5
Eslovenia,Andraz Sporar,1.5
Eslovenia,Ester Sokler,1.5
Eslovenia,Tian Nai Koren,1.2
Eslovenia,Matevz Vidovsek,1.0
Eslovenia,Zan-Luk Leban,0.8
Eslovenia,Zan Karnicnik,0.7
Eslovenia,Jost Urbancic,0.5
Eslovenia,Benjamin Verbic,0.5
Eslovenia,Erik Janza,0.4
Eslovenia,Internacional_1,0.2
Islandia,Hákon Arnar Haraldsson,25.0
Islandia,Orri Óskarsson,20.0
Islandia,Ísak Jóhannesson,8.0
Islandia,Mikael Egill Ellertsson,6.0
Islandia,Kristian Hlynsson,6.0
Islandia,Elías Ólafsson,3.0
Islandia,Logi Tómasson,3.0
Islandia,Hákon Valdimarsson,2.5
Islandia,Andri Fannar Baldursson,2.0
Islandia,Arnór Sigurdsson,2.0
Islandia,Sverrir Ingi Ingason,1.8
Islandia,Mikael Anderson,1.8
Islandia,Kristall Máni Ingason,1.8
Islandia,Dagur Dan Thórhallsson,1.5
Islandia,Stefán Teitur Thórdarson,1.2
Islandia,Brynjólfur Willumsson,0.9
Islandia,Jón Dagur Thorsteinsson,0.8
Islandia,Hördur Magnússon,0.45
Islandia,Hjörtur Hermannsson,0.4
Islandia,Gylfi Sigurdsson,0.35
Islandia,Adam Ingi Benediktsson,0.3
Islandia,Anton Ari Einarsson,0.25
Islandia,Aron Gunnarsson,0.2
Islandia,Victor Pálsson,0.15
Islandia,Internacional_1,0.2
Islandia,Internacional_2,0.2
Albania,Anis Mehmeti,15.0
Albania,Kristjan Asllani,12.0
Albania,Mirlind Daku,9.0
Albania,Mario Mitaj,6.0
Albania,Armando Broja,5.0
Albania,Luis Hasa,4.5
Albania,Cristian Shpendi,4.5
Albania,Berat Djimsiti,4.0
Albania,Myrto Uzuni,4.0
Albania,Juljan Shehu,3.5
Albania,Arbër Hoxha,3.0
Albania,Qazim Laci,2.8
Albania,Nedim Bajrami,2.5
Albania,Stavro Pilo,2.0
Albania,Ylber Ramadani,1.8
Albania,Klisman Cake,1.5
Albania,Adrion Pajaziti,1.5
Albania,Taulant Seferi,1.4
Albania,Elseid Hysaj,1.2
Albania,Alen Sherri,0.8
Albania,Simon Simoni,0.6
Albania,Arlind Ajeti,0.6
Albania,Bujar Pllana,0.6
Albania,Pano Qirko,0.4
Albania,Naser Aliji,0.3
Albania,Andi Hadroj,0.3
Uzbekistán,Abdukodir Khusanov,50.0
Uzbekistán,Abbosbek Fayzullaev,7.0
Uzbekistán,Eldor Shomurodov,7.0
Uzbekistán,Aziz Ganiev,2.0
Uzbekistán,Oston Urunov,2.0
Uzbekistán,Abduvokhid Nematov,1.5
Uzbekistán,Otabek Shukurov,1.5
Uzbekistán,Akmal Mozgovoy,1.4
Uzbekistán,Khozhiakbar Alizhonov,1.3
Uzbekistán,Sherzod Nasrullaev,1.2
Uzbekistán,Igor Sergeev,1.2
Uzbekistán,Odildzhon Khamrobekov,1.0
Uzbekistán,Jamshid Iskanderov,1.0
Uzbekistán,Jaloliddin Masharipov,1.0
Uzbekistán,Dostonbek Khamdamov,0.9
Uzbekistán,Rustam Ashurmatov,0.75
Uzbekistán,Jakhongir Urozov,0.6
Uzbekistán,Utkir Yusupov,0.5
Uzbekistán,Botirali Ergashev,0.5
Uzbekistán,Avazbek Ulmasaliev,0.5
Uzbekistán,Abdulla Abdullaev,0.5
Uzbekistán,Azizbek Amanov,0.5
Uzbekistán,Umar Eshmurodov,0.45
Uzbekistán,Sherzod Esanov,0.45
Uzbekistán,Bekhruz Karimov,0.35
Uzbekistán,Farrukh Sayfiev,0.225
Irlanda del Norte,Trai Hume,22.0
Irlanda del Norte,Shea Charles,15.0
Irlanda del Norte,Isaac Price,12.0
Irlanda del Norte,Justin Devenny,12.0
Irlanda del Norte,Ruairi McConville,3.0
Irlanda del Norte,Ethan Galbraith,2.5
Irlanda del Norte,Ali McCann,2.2
Irlanda del Norte,Callum Marshall,2.0
Irlanda del Norte,Ciaron Brown,1.5
Irlanda del Norte,Brodie Spencer,1.5
Irlanda del Norte,Jamie Donley,1.5
Irlanda del Norte,Jamie McDonnell,1.0
Irlanda del Norte,Pierce Charles,0.9
Irlanda del Norte,Tom Atcheson,0.8
Irlanda del Norte,Paul Smyth,0.8
Irlanda del Norte,Patrick Kelly,0.35
Irlanda del Norte,Kieran Morrison,0.3
Irlanda del Norte,Ceadach O'Neill,0.3
Irlanda del Norte,Luke Southwood,0.2
Irlanda del Norte,Josh Clarke,0.2
Irlanda del Norte,Jamie Reid,0.2
Irlanda del Norte,Braiden Graham,0.2
Irlanda del Norte,Josh Magennis,0.05
Irlanda del Norte,Internacional_1,0.2
Irlanda del Norte,Internacional_2,0.2
Irlanda del Norte,Internacional_3,0.2
Venezuela,Jon Aramburu,15.0
Venezuela,Cristian Cásseres Jr.,9.0
Venezuela,Yangel Herrera,6.0
Venezuela,Telasco Segovia,6.0
Venezuela,David Martínez,5.0
Venezuela,Jesús Ramírez,5.0
Venezuela,Nahuel Ferraresi,4.5
Venezuela,Kevin Kelsy,4.0
Venezuela,Christian Makoun,3.5
Venezuela,Luis Balbo,3.0
Venezuela,Daniel Pereira,3.0
Venezuela,Wikelman Carmona,3.0
Venezuela,Gleiker Mendoza,3.0
Venezuela,Teo Quintero,1.3
Venezuela,Carlos Vivas,1.2
Venezuela,Ender Echenique,1.2
Venezuela,José Contreras,1.0
Venezuela,Edson Tortolero,0.8
Venezuela,Eduard Bello,0.65
Venezuela,Adrián Cova,0.6
Venezuela,Cristopher Varela,0.5
Venezuela,Joel Graterol,0.5
Venezuela,Eric Ramírez,0.4
