date,home_team,away_team,team,scorer,minute,own_goal,penalty
,Bulgaria,Portugal,Portugal,Ivan Vutsov,7.0,False,False
,Bulgaria,Portugal,Portugal,Eusébio,38.0,False,False
,Bulgaria,Portugal,Portugal,José Augusto Torres,81.0,False,False
,Inglaterra,México,Inglaterra,Bobby Charlton,37.0,False,False
,Inglaterra,México,Inglaterra,Roger Hunt,75.0,False,False
,Argentina,Suiza,Argentina,Luis Artime,52.0,False,False
,Argentina,Suiza,Argentina,Ermindo Onega,79.0,False,False
,Brasil,Portugal,Portugal,António Simões,15.0,False,False
,Brasil,Portugal,Portugal,Eusébio,27.0,False,False
,Brasil,Portugal,Brasil,Rildo da Costa Menezes,73.0,False,False
,Brasil,Portugal,Portugal,Eusébio,85.0,False,False
,Inglaterra,Francia,Inglaterra,Roger Hunt,38.0,False,False
,Inglaterra,Francia,Inglaterra,Roger Hunt,75.0,False,False
,Alemania,España,España,Josep Maria Fusté,23.0,False,False
,Alemania,España,Alemania,Lothar Emmerich,39.0,False,False
,Alemania,España,Alemania,Uwe Seeler,84.0,False,False
,Inglaterra,Argentina,Inglaterra,Geoff Hurst,78.0,False,False
,Alemania,Uruguay,Alemania,Helmut Haller,11.0,False,False
,Alemania,Uruguay,Alemania,Franz Beckenbauer,70.0,False,False
,Alemania,Uruguay,Alemania,Uwe Seeler,75.0,False,False
,Alemania,Uruguay,Alemania,Helmut Haller,83.0,False,False
,North Korea,Portugal,Portugal,Eusébio,27.0,False,False
,North Korea,Portugal,Portugal,Eusébio,43.0,False,False
,North Korea,Portugal,Portugal,Eusébio,56.0,False,False
,North Korea,Portugal,Portugal,Eusébio,59.0,False,False
,North Korea,Portugal,Portugal,José Augusto de Almeida,80.0,False,False
,Alemania,Russia,Alemania,Helmut Haller,43.0,False,False
,Alemania,Russia,Alemania,Franz Beckenbauer,67.0,False,False
,Inglaterra,Portugal,Inglaterra,Bobby Charlton,30.0,False,False
,Inglaterra,Portugal,Inglaterra,Bobby Charlton,80.0,False,False
,Inglaterra,Portugal,Portugal,Eusébio,82.0,False,False
,Portugal,Russia,Portugal,Eusébio,12.0,False,False
,Portugal,Russia,Portugal,José Augusto Torres,89.0,False,False
,Inglaterra,Alemania,Alemania,Helmut Haller,12.0,False,False
,Inglaterra,Alemania,Inglaterra,Geoff Hurst,18.0,False,False
,Inglaterra,Alemania,Inglaterra,Martin Peters,78.0,False,False
,Inglaterra,Alemania,Alemania,Wolfgang Weber,89.0,False,False
,Inglaterra,Alemania,Inglaterra,Geoff Hurst,101.0,False,False
,Inglaterra,Alemania,Inglaterra,Geoff Hurst,120.0,False,False
1966-07-09,Países Bajos,Hungary,Países Bajos,Miel Pijs,35.0,False,False
1966-07-09,Países Bajos,Hungary,Países Bajos,Johan Cruyff,54.0,False,False
,Francia,Polonia,Francia,Fleury Di Nallo,26.0,False,False
,Francia,Polonia,Francia,Georges Lech,85.0,False,False
,Northern Ireland,Inglaterra,Inglaterra,Roger Hunt,40.0,False,False
,Northern Ireland,Inglaterra,Inglaterra,Martin Peters,60.0,False,False
,Wales,Scotland,Scotland,Denis Law,86.0,False,False
1966-02-11,Romania,Suiza,Suiza,Fritz Künzli,54.0,False,False
1966-02-11,Romania,Suiza,Suiza,Karl Odermatt,70.0,False,False
1966-11-11,Bélgica,Francia,Bélgica,Paul Van Himst,51.0,False,False
1966-11-11,Bélgica,Francia,Bélgica,Paul Van Himst,54.0,False,False
1966-11-11,Bélgica,Francia,Francia,Georges Lech,67.0,False,False
,Bulgaria,Noruega,Noruega,Kjetil Hasund,59.0,False,False
,Bulgaria,Noruega,Noruega,Kjetil Hasund,86.0,False,False
,Portugal,Suecia,Portugal,Jaime Graça,21.0,False,False
,Portugal,Suecia,Suecia,Inge Danielsson,29.0,False,False
,Portugal,Suecia,Suecia,Inge Danielsson,87.0,False,False
,Inglaterra,Wales,Inglaterra,Geoff Hurst,30.0,False,False
,Inglaterra,Wales,Inglaterra,Geoff Hurst,34.0,False,False
,Inglaterra,Wales,Inglaterra,Bobby Charlton,43.0,False,False
,Inglaterra,Wales,Inglaterra,Terry Hennessey,65.0,False,False
,Inglaterra,Wales,Inglaterra,Jack Charlton,84.0,False,False
,Republic Of Ireland,Turquía,Turquía,Ogün Alt?parmak,88.0,False,False
,Scotland,Northern Ireland,Scotland,Bobby Murdoch,14.0,False,False
,Scotland,Northern Ireland,Scotland,Bobby Lennox,35.0,False,False
,Luxembourg,Francia,Francia,Yves Herbet,8.0,False,False
,Luxembourg,Francia,Francia,Hervé Revelli,40.0,False,False
,Luxembourg,Francia,Francia,Georges Lech,41.0,False,False
,Chile,Colombia,Colombia,Delio Gamboa,71.0,False,False
,Chile,Colombia,Colombia,Alfonso Cañón,72.0,False,False
,Países Bajos,Dinamarca,Países Bajos,Sjaak Swart,58.0,False,False
,Países Bajos,Dinamarca,Países Bajos,Willy van der Kuijlen,73.0,False,False
1966-07-12,España,Republic Of Ireland,España,José María García Lavilla,20.0,False,False
1966-07-12,España,Republic Of Ireland,España,Pirri,35.0,False,False
,Ecuador,Paraguay,Ecuador,Polo Carrera,56.0,False,False
,Ecuador,Paraguay,Ecuador,Washington Muñoz,58.0,False,False
,Ecuador,Paraguay,Paraguay,Juan Carlos Rojas,85.0,False,False
,Ecuador,Paraguay,Paraguay,Benigno Apocada,88.0,False,False
,Paraguay,Ecuador,Paraguay,Celino Mora,7.0,False,False
,Paraguay,Ecuador,Paraguay,Celino Mora,10.0,False,False
,Paraguay,Ecuador,Paraguay,Arístides del Puerto,60.0,False,False
,Paraguay,Ecuador,Ecuador,Washington Muñoz,81.0,False,False
,Uruguay,Bolivia,Uruguay,Pedro Rocha,5.0,False,False
,Uruguay,Bolivia,Uruguay,Julio Montero Castillo,44.0,False,False
,Uruguay,Bolivia,Uruguay,Roberto Troncoso,55.0,False,False
,Uruguay,Bolivia,Uruguay,Jorge Oyarbide,81.0,False,False
,Argentina,Paraguay,Argentina,Oscar Mas,23.0,False,False
,Argentina,Paraguay,Paraguay,Celino Mora,67.0,False,False
,Argentina,Paraguay,Argentina,Raúl Bernao,71.0,False,False
,Argentina,Paraguay,Argentina,Luis Artime,73.0,False,False
,Argentina,Paraguay,Argentina,Rafael Albrecht,89.0,False,False
,Uruguay,Venezuela,Uruguay,José Urruzmendi,5.0,False,False
,Uruguay,Venezuela,Uruguay,José Urruzmendi,34.0,False,False
,Uruguay,Venezuela,Uruguay,Jorge Oyarbide,62.0,False,False
,Uruguay,Venezuela,Uruguay,Jorge Oyarbide,68.0,False,False
,Bolivia,Argentina,Argentina,Raúl Bernao,67.0,False,False
,Chile,Paraguay,Paraguay,Juan Francisco Riveros,62.0,False,False
,Chile,Paraguay,Paraguay,Benigno Apocada,85.0,False,False
,Argentina,Venezuela,Argentina,Luis Artime,18.0,False,False
,Argentina,Venezuela,Argentina,Juan Carlos Carone,26.0,False,False
,Argentina,Venezuela,Argentina,Silvio Marzolini,50.0,False,False
,Argentina,Venezuela,Argentina,Luis Artime,65.0,False,False
,Argentina,Venezuela,Argentina,Luis Artime,88.0,False,False
,Paraguay,Bolivia,Paraguay,Arístides del Puerto,14.0,False,False
,Uruguay,Chile,Uruguay,Pedro Rocha,15.0,False,False
,Uruguay,Chile,Uruguay,Jorge Oyarbide,68.0,False,False
,Argentina,Chile,Argentina,Juan Carlos Sarnari,36.0,False,False
,Argentina,Chile,Argentina,Luis Artime,80.0,False,False
,Uruguay,Paraguay,Uruguay,Domingo Pérez,32.0,False,False
,Uruguay,Paraguay,Uruguay,José Urruzmendi,66.0,False,False
1967-01-02,Venezuela,Paraguay,Paraguay,Antonio González,11.0,False,False
1967-01-02,Venezuela,Paraguay,Paraguay,Juan Carlos Rojas,16.0,False,False
1967-01-02,Venezuela,Paraguay,Paraguay,Celino Mora,22.0,False,False
1967-01-02,Venezuela,Paraguay,Paraguay,Juan Carlos Rojas,29.0,False,False
1967-01-02,Venezuela,Paraguay,Paraguay,Ramón Colmán,81.0,False,False
1967-02-02,Uruguay,Argentina,Uruguay,Pedro Rocha,74.0,False,False
,Turquía,Republic Of Ireland,Turquía,Ayhan Elmasta?o?lu,35.0,False,False
,Turquía,Republic Of Ireland,Turquía,Ogün Alt?parmak,78.0,False,False
1967-06-03,Haití,Guatemala,Haití,Guy Saint-Vil,21.0,False,False
1967-06-03,México,Nicaragua,México,Raúl Arellano Gallo,36.0,False,False
1967-06-03,México,Nicaragua,México,Raúl Arellano Gallo,43.0,False,False
1967-06-03,México,Nicaragua,México,Raúl Arellano Gallo,53.0,False,False
1967-06-03,México,Nicaragua,México,Manuel Lapuente,85.0,False,False
1967-08-03,Haití,Trinidad And Tobago,Haití,Guy Saint-Vil,33.0,False,False
1967-08-03,Haití,Trinidad And Tobago,Haití,Joseph Pierre,56.0,False,False
1967-10-03,Haití,Nicaragua,Haití,Claude Némurin,75.0,False,False
1967-10-03,Haití,Nicaragua,Haití,Jean-Claude Désir,85.0,False,False
1967-12-03,México,Trinidad And Tobago,México,Luis Estrada,22.0,False,False
1967-12-03,México,Trinidad And Tobago,México,Manuel Cerda Canela,40.0,False,False
1967-12-03,México,Trinidad And Tobago,México,Luis Estrada,53.0,False,False
1967-12-03,México,Trinidad And Tobago,México,Fernando Bustos,83.0,False,False
,Haití,México,México,Luis Estrada,39.0,False,False
,Honduras,México,México,Jesús Prado,34.0,False,False
,Luxembourg,Bélgica,Bélgica,Paul Van Himst,19.0,False,False
,Luxembourg,Bélgica,Bélgica,Jacques Stockman,30.0,False,False
,Luxembourg,Bélgica,Bélgica,Paul Van Himst,36.0,False,False
,Luxembourg,Bélgica,Bélgica,Jacques Stockman,59.0,False,False
,Luxembourg,Bélgica,Bélgica,Jacques Stockman,73.0,False,False
1967-05-04,German Dr,Países Bajos,Países Bajos,Jan Mulder,10.0,False,False
1967-05-04,German Dr,Países Bajos,Países Bajos,Piet Keizer,12.0,False,False
1967-05-04,German Dr,Países Bajos,Países Bajos,Piet Keizer,65.0,False,False
1967-08-04,Alemania,Albania,Alemania,Gerd Müller,5.0,False,False
1967-08-04,Alemania,Albania,Alemania,Gerd Müller,23.0,False,False
1967-08-04,Alemania,Albania,Alemania,Gerd Müller,73.0,False,False
1967-08-04,Alemania,Albania,Alemania,Hannes Löhr,77.0,False,False
1967-08-04,Alemania,Albania,Alemania,Hannes Löhr,78.0,False,False
1967-08-04,Alemania,Albania,Alemania,Gerd Müller,80.0,False,False
,Inglaterra,Scotland,Scotland,Denis Law,27.0,False,False
,Inglaterra,Scotland,Scotland,Bobby Lennox,78.0,False,False
,Inglaterra,Scotland,Inglaterra,Jack Charlton,84.0,False,False
,Inglaterra,Scotland,Scotland,Jim McCalliog,87.0,False,False
,Inglaterra,Scotland,Inglaterra,Geoff Hurst,88.0,False,False
1967-10-05,Hungary,Países Bajos,Países Bajos,Wim Suurbier,63.0,False,False
,Polonia,Bélgica,Bélgica,Wilfried Puis,52.0,False,False
,Suiza,Romania,Suiza,Fritz Künzli,12.0,False,False
,Suiza,Romania,Suiza,René-Pierre Quentin,15.0,False,False
,Suiza,Romania,Suiza,René-Pierre Quentin,32.0,False,False
,Suiza,Romania,Suiza,Rolf Blättler,47.0,False,False
,Suiza,Romania,Suiza,Rolf Blättler,59.0,False,False
,Suiza,Romania,Suiza,Karl Odermatt,63.0,False,False
,Suiza,Romania,Suiza,Fritz Künzli,66.0,False,False
,España,Turquía,España,Ramón Grosso,63.0,False,False
,España,Turquía,España,Francisco Gento,80.0,False,False
1967-01-06,Suecia,Portugal,Portugal,Custódio Pinto,19.0,False,False
1967-01-06,Suecia,Portugal,Suecia,Ingvar Svensson,90.0,False,False
1967-08-06,Noruega,Portugal,Portugal,Eusébio,15.0,False,False
1967-08-06,Noruega,Portugal,Noruega,Odd Iversen,34.0,False,False
1967-08-06,Noruega,Portugal,Portugal,Eusébio,61.0,False,False
1967-11-06,Russia,Austria,Austria,Erich Hof,38.0,False,False
1967-11-06,Russia,Austria,Austria,Franz Wolny,54.0,False,False
1967-11-06,Russia,Austria,Austria,Helmut Siber,71.0,False,False
1967-03-09,Noruega,Suecia,Suecia,Thomas Nordahl,19.0,False,False
1967-03-09,Noruega,Suecia,Noruega,Harald Berg,24.0,False,False
1967-03-09,Noruega,Suecia,Noruega,Sven Otto Birkeland,46.0,False,False
1967-03-09,Noruega,Suecia,Noruega,Harald Sunde,79.0,False,False
,Países Bajos,German Dr,Países Bajos,Johan Cruyff,2.0,False,False
,Polonia,Francia,Francia,Robert Herbin,13.0,False,False
,Polonia,Francia,Francia,Fleury Di Nallo,33.0,False,False
,Polonia,Francia,Francia,André Guy,63.0,False,False
,Polonia,Francia,Francia,Fleury Di Nallo,85.0,False,False
,Austria,Finland,Austria,Rudi Flögel,17.0,False,False
,Austria,Finland,Austria,Leopold Grausam,81.0,False,False
1967-04-10,Dinamarca,Países Bajos,Países Bajos,Wim Suurbier,74.0,False,False
1967-04-10,Dinamarca,Países Bajos,Países Bajos,Rinus Israël,76.0,False,False
1967-04-10,Greece,Austria,Austria,Leopold Grausam,62.0,False,False
1967-07-10,Alemania,Yugoslavia,Alemania,Hannes Löhr,10.0,False,False
1967-07-10,Alemania,Yugoslavia,Alemania,Gerd Müller,71.0,False,False
1967-07-10,Alemania,Yugoslavia,Alemania,Uwe Seeler,86.0,False,False
1967-08-10,Bélgica,Polonia,Bélgica,Johan Devrindt,15.0,False,False
1967-08-10,Bélgica,Polonia,Bélgica,Johan Devrindt,35.0,False,False
,Austria,Russia,Austria,Leopold Grausam,50.0,False,False
,Wales,Inglaterra,Inglaterra,Martin Peters,34.0,False,False
,Wales,Inglaterra,Inglaterra,Bobby Charlton,87.0,False,False
,Wales,Inglaterra,Inglaterra,Alan Ball Jr.,90.0,False,False
,España,Czechoslovakia,España,Pirri,32.0,False,False
,España,Czechoslovakia,España,José Eulogio Gárate,61.0,False,False
,Francia,Bélgica,Bélgica,Roger Claessen,37.0,False,False
,Francia,Bélgica,Francia,Robert Herbin,84.0,False,False
1967-05-11,Austria,Greece,Austria,Helmut Siber,31.0,False,False
1967-05-11,Suecia,Noruega,Suecia,Tom Turesson,15.0,False,False
1967-05-11,Suecia,Noruega,Suecia,Inge Danielsson,40.0,False,False
1967-05-11,Suecia,Noruega,Suecia,Leif Eriksson,48.0,False,False
1967-05-11,Suecia,Noruega,Noruega,Odd Iversen,57.0,False,False
1967-05-11,Suecia,Noruega,Suecia,Leif Eriksson,85.0,False,False
1967-05-11,Suecia,Noruega,Suecia,Tom Turesson,89.0,False,False
1967-05-11,Suecia,Noruega,Noruega,Olav Nilsen,90.0,False,False
1967-08-11,Suiza,Cyprus,Suiza,Rolf Blättler,30.0,False,False
1967-08-11,Suiza,Cyprus,Suiza,Fritz Künzli,41.0,False,False
1967-08-11,Suiza,Cyprus,Suiza,Rolf Blättler,55.0,False,False
1967-08-11,Suiza,Cyprus,Suiza,Richard Dürr,56.0,False,False
1967-08-11,Suiza,Cyprus,Suiza,Karl Odermatt,72.0,False,False
1967-12-11,Portugal,Noruega,Portugal,José Augusto Torres,29.0,False,False
1967-12-11,Portugal,Noruega,Noruega,Olav Nilsen,40.0,False,False
1967-12-11,Portugal,Noruega,Portugal,Jaime Graça,65.0,False,False
,Suiza,Italia,Suiza,René-Pierre Quentin,34.0,False,False
,Suiza,Italia,Suiza,Fritz Künzli,68.0,False,False
,Bélgica,Luxembourg,Bélgica,Johnny Thio,62.0,False,False
,Bélgica,Luxembourg,Bélgica,Roger Claessen,66.0,False,False
,Bélgica,Luxembourg,Bélgica,Johnny Thio,76.0,False,False
,Inglaterra,Northern Ireland,Inglaterra,Geoff Hurst,43.0,False,False
,Inglaterra,Northern Ireland,Inglaterra,Bobby Charlton,62.0,False,False
,Scotland,Wales,Scotland,Alan Gilzean,16.0,False,False
,Scotland,Wales,Scotland,Alan Gilzean,65.0,False,False
,Scotland,Wales,Scotland,Ronnie McKinnon,78.0,False,False
,Francia,Luxembourg,Francia,Charly Loubet,42.0,False,False
,Francia,Luxembourg,Francia,Charly Loubet,47.0,False,False
,Francia,Luxembourg,Francia,Charly Loubet,53.0,False,False
1968-12-01,Argelia,Costa de Marfil,Costa de Marfil,Jean-Louis Bozon,15.0,False,False
1968-12-01,Argelia,Costa de Marfil,Costa de Marfil,Laurent Pokou,25.0,False,False
1968-12-01,Argelia,Costa de Marfil,Costa de Marfil,Laurent Pokou,65.0,False,False
1968-12-01,RD Congo,RD Congo,RD Congo,Ignace Muwawa,19.0,False,False
1968-12-01,RD Congo,RD Congo,RD Congo,Nicodème Kabamba,27.0,False,False
1968-12-01,RD Congo,RD Congo,RD Congo,Nicodème Kabamba,51.0,False,False
1968-12-01,Ghana,Senegal,Senegal,Doudou Diongue,10.0,False,False
1968-12-01,Ghana,Senegal,Ghana,Osei Kofi,63.0,False,False
1968-12-01,Ghana,Senegal,Senegal,Yatma Diop,65.0,False,False
1968-12-01,Ghana,Senegal,Ghana,Wilberforce Mfum,87.0,False,False
,Argelia,Uganda,Argelia,Hacène Lalmas,15.0,False,False
,Argelia,Uganda,Argelia,Hacène Lalmas,25.0,False,False
,Argelia,Uganda,Argelia,Mokhtar Kalem,60.0,False,False
,Argelia,Uganda,Argelia,Hacène Lalmas,70.0,False,False
,RD Congo,Senegal,Senegal,Yatma Diop,27.0,False,False
,RD Congo,Senegal,RD Congo,Jean Foutika,31.0,False,False
,RD Congo,Senegal,Senegal,Yatma Diouck,86.0,False,False
,RD Congo,Ghana,Ghana,Osei Kofi,17.0,False,False
,RD Congo,Ghana,RD Congo,Saio Ernest Mokili,42.0,False,False
,RD Congo,Ghana,Ghana,Wilberforce Mfum,84.0,False,False
,RD Congo,Ghana,Ghana,Osei Kofi,,False,False
,RD Congo,Ghana,Ghana,Osei Kofi,,False,False
,RD Congo,Ghana,Ghana,Wilberforce Mfum,,False,False
,RD Congo,Ghana,RD Congo,Jean Foutika,,False,False
,RD Congo,Senegal,RD Congo,Kidumu Mantantu,,False,False
,RD Congo,Senegal,RD Congo,Elias Tshimanga,,False,False
,RD Congo,Senegal,Senegal,Yatma Diouck,,False,False
,Ethiopia,Argelia,Argelia,Boualem Amirouche,68.0,False,False
,Costa de Marfil,Uganda,Costa de Marfil,Laurent Pokou,,False,False
,Costa de Marfil,Uganda,Costa de Marfil,Eustache Manglé,,False,False
,Ethiopia,RD Congo,RD Congo,Kidumu Mantantu,3.0,False,False
,Ethiopia,RD Congo,RD Congo,Léon Mungamuni,16.0,False,False
,Ethiopia,RD Congo,RD Congo,Léon Mungamuni,100.0,False,False
,Ghana,Costa de Marfil,Ghana,Wilberforce Mfum,,False,False
,Ghana,Costa de Marfil,Ghana,Wilberforce Mfum,,False,False
,Ghana,Costa de Marfil,Ghana,Ibrahim Sunday,,False,False
,Ghana,Costa de Marfil,Ghana,Frank Odoi,,False,False
,Ghana,Costa de Marfil,Costa de Marfil,Laurent Pokou,,False,False
,Ghana,Costa de Marfil,Costa de Marfil,Laurent Pokou,,False,False
,Ghana,Costa de Marfil,Costa de Marfil,Henri Konan,,False,False
,RD Congo,Ghana,RD Congo,Pierre Kalala Mukendi,66.0,False,False
,Ethiopia,Costa de Marfil,Costa de Marfil,Laurent Pokou,28.0,False,False
,Cyprus,Suiza,Suiza,Kostas Panayiotou,9.0,False,False
,Scotland,Inglaterra,Inglaterra,Martin Peters,19.0,False,False
,Scotland,Inglaterra,Scotland,John Hughes,39.0,False,False
1968-03-04,Inglaterra,España,Inglaterra,Bobby Charlton,84.0,False,False
1968-06-04,Francia,Yugoslavia,Francia,Fleury Di Nallo,78.0,False,False
,Yugoslavia,Francia,Francia,Fleury Di Nallo,33.0,False,False
1968-08-05,España,Inglaterra,España,Amancio Amaro,47.0,False,False
1968-08-05,España,Inglaterra,Inglaterra,Martin Peters,54.0,False,False
1968-08-05,España,Inglaterra,Inglaterra,Norman Hunter,81.0,False,False
1968-10-05,Iran,Hong Kong,Iran,Homayoun Behzadi,70.0,False,False
1968-10-05,Iran,Hong Kong,Iran,Ali Jabbari,89.0,False,False
,Iran,Taiwan,Iran,Homayoun Behzadi,34.0,False,False
,Iran,Taiwan,Iran,Hossein Kalani,35.0,False,False
,Iran,Taiwan,Iran,Akbar Eftekhari,51.0,False,False
,Iran,Taiwan,Iran,Gholam Hossein Farzami,57.0,False,False
,Iran,Myanmar,Iran,Hossein Kalani,2.0,False,False
,Iran,Myanmar,Iran,Akbar Eftekhari,60.0,False,False
,Iran,Myanmar,Iran,Homayoun Behzadi,70.0,False,False
,Austria,Cyprus,Austria,Erich Hof,4.0,False,False
,Austria,Cyprus,Austria,Helmut Redl,25.0,False,False
,Austria,Cyprus,Austria,Erich Hof,42.0,False,False
,Austria,Cyprus,Austria,Erich Hof,53.0,False,False
,Austria,Cyprus,Austria,Erich Hof,68.0,False,False
,Austria,Cyprus,Austria,Helmut Siber,73.0,False,False
,Austria,Cyprus,Austria,Erich Hof,76.0,False,False
,Iran,Israel,Iran,Homayoun Behzadi,75.0,False,False
,Iran,Israel,Iran,Parviz Ghelichkhani,87.0,False,False
1968-08-06,Inglaterra,Russia,Inglaterra,Bobby Charlton,39.0,False,False
1968-08-06,Inglaterra,Russia,Inglaterra,Geoff Hurst,63.0,False,False
,Finland,Bélgica,Bélgica,Johan Devrindt,85.0,False,False
,Finland,Bélgica,Bélgica,Odilon Polleunis,89.0,False,False
1968-04-09,Países Bajos,Luxembourg,Países Bajos,Wim Jansen,22.0,False,False
1968-04-09,Países Bajos,Luxembourg,Países Bajos,Wim van Hanegem,69.0,False,False
1968-06-10,Canadá,Bermuda,Canadá,Tibor Vigh,3.0,False,False
1968-06-10,Canadá,Bermuda,Canadá,Sergio Zanatta,10.0,False,False
1968-06-10,Canadá,Bermuda,Canadá,Nick Papadakis,25.0,False,False
1968-06-10,Canadá,Bermuda,Canadá,Nick Papadakis,75.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Wilfried Puis,16.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Odilon Polleunis,30.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Odilon Polleunis,39.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Léon Semmeling,49.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Odilon Polleunis,63.0,False,False
1968-09-10,Bélgica,Finland,Bélgica,Wilfried Puis,77.0,False,False
1968-09-10,Suecia,Noruega,Suecia,Ove Kindvall,38.0,False,False
1968-09-10,Suecia,Noruega,Suecia,Bo Larsson,56.0,False,False
1968-09-10,Suecia,Noruega,Suecia,Ove Kindvall,58.0,False,False
1968-09-10,Suecia,Noruega,Suecia,Ove Kindvall,61.0,False,False
1968-09-10,Suecia,Noruega,Suecia,Bo Larsson,81.0,False,False
1968-12-10,Suiza,Greece,Suiza,René-Pierre Quentin,22.0,False,False
,Austria,Alemania,Alemania,Gerd Müller,16.0,False,False
,Austria,Alemania,Alemania,Johann Eigenstiller,51.0,False,False
,Canadá,Estados Unidos,Estados Unidos,Willy Roy,38.0,False,False
,Canadá,Estados Unidos,Canadá,Ralph McPate,40.0,False,False
,Canadá,Estados Unidos,Canadá,Ralph McPate,68.0,False,False
,Canadá,Estados Unidos,Canadá,Norman Patterson,79.0,False,False
,Canadá,Estados Unidos,Canadá,Tibor Vigh,89.0,False,False
,Canadá,Estados Unidos,Estados Unidos,Siegfried Stritzl,89.0,False,False
,Bélgica,Yugoslavia,Bélgica,Johan Devrindt,35.0,False,False
,Bélgica,Yugoslavia,Bélgica,Johan Devrindt,73.0,False,False
,Bélgica,Yugoslavia,Bélgica,Odilon Polleunis,84.0,False,False
,Northern Ireland,Turquía,Turquía,Ogün Alt?parmak,9.0,False,False
,Estados Unidos,Canadá,Estados Unidos,Dietrich Albrecht,50.0,False,False
,Portugal,Romania,Portugal,Jacinto Santos,21.0,False,False
,Portugal,Romania,Portugal,Jacinto João,33.0,False,False
,Portugal,Romania,Portugal,Jacinto Santos,72.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Peter Millar,22.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Gerry Baker,25.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Gerry Baker,56.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Willy Roy,60.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Peter Millar,63.0,False,False
1968-02-11,Estados Unidos,Bermuda,Estados Unidos,Peter Millar,,False,False
1968-03-11,Marruecos,Senegal,Marruecos,Boujemaa Benkhrif,72.0,False,False
1968-06-11,Francia,Noruega,Noruega,Odd Iversen,67.0,False,False
1968-06-11,Scotland,Austria,Austria,August Starek,3.0,False,False
1968-06-11,Scotland,Austria,Scotland,Denis Law,8.0,False,False
1968-06-11,Scotland,Austria,Scotland,Billy Bremner,75.0,False,False
1968-11-11,Bermuda,Estados Unidos,Estados Unidos,Rudolph Smith,8.0,False,False
1968-11-11,Bermuda,Estados Unidos,Estados Unidos,Willy Roy,41.0,False,False
,Argelia,Túnez,Argelia,Boualem Amirouche,29.0,False,False
,Argelia,Túnez,Túnez,Ezzedine Chakroun,72.0,False,False
,Argelia,Túnez,Túnez,Ezzedine Chakroun,80.0,False,False
,Cyprus,Alemania,Alemania,Gerd Müller,90.0,False,False
,Haití,Trinidad And Tobago,Haití,Guy Saint-Vil,39.0,False,False
,Haití,Trinidad And Tobago,Haití,Guy Saint-Vil,52.0,False,False
,Haití,Trinidad And Tobago,Haití,Joseph Obas,57.0,False,False
,Haití,Trinidad And Tobago,Haití,Guy François,86.0,False,False
,Haití,Trinidad And Tobago,Haití,Hugues Guillaume,23.0,False,False
,Haití,Trinidad And Tobago,Haití,Philippe Vorbe,52.0,False,False
1968-05-12,Curaçao,Suriname,Curaçao,Wouter Brokke,,False,False
1968-05-12,Curaçao,Suriname,Curaçao,Antonio Martina,,False,False
1968-08-12,Haití,Guatemala,Haití,Hugues Guillaume,,False,False
1968-08-12,Haití,Guatemala,Haití,Reynold Saint Surin,,False,False
1968-11-12,Cyprus,Scotland,Scotland,Alan Gilzean,5.0,False,False
1968-11-12,Cyprus,Scotland,Scotland,Colin Stein,25.0,False,False
1968-11-12,Cyprus,Scotland,Scotland,Alan Gilzean,35.0,False,False
1968-11-12,Cyprus,Scotland,Scotland,Colin Stein,41.0,False,False
1968-11-12,Cyprus,Scotland,Scotland,Bobby Murdoch,44.0,False,False
1968-11-12,Greece,Portugal,Portugal,José Augusto de Almeida,17.0,False,False
1968-11-12,Greece,Portugal,Portugal,Eusébio,64.0,False,False
1968-11-12,España,Bélgica,Bélgica,Johan Devrindt,3.0,False,False
1968-11-12,España,Bélgica,España,José Eulogio Gárate,75.0,False,False
,El Salvador,Curaçao,Curaçao,Elcio Martina,,False,False
1969-05-01,Senegal,Marruecos,Marruecos,Hassan Akesbi,14.0,False,False
1969-05-01,Senegal,Marruecos,Senegal,Emile Pierre Diéme,26.0,False,False
1969-05-01,Senegal,Marruecos,Senegal,Abdoulaye Makhtar Diop,32.0,False,False
,Marruecos,Senegal,Marruecos,Driss Bamous,54.0,False,False
,Marruecos,Senegal,Marruecos,Cherkaoui Hafnaoui,60.0,False,False
,Bélgica,España,Bélgica,Johan Devrindt,33.0,False,False
,Bélgica,España,Bélgica,Johan Devrindt,83.0,False,False
,Bélgica,España,España,Juan Manuel Asensi,84.0,False,False
,Guatemala,Haití,Haití,Joseph Obas,,False,False
,Países Bajos,Luxembourg,Países Bajos,Johan Cruyff,25.0,False,False
,Países Bajos,Luxembourg,Países Bajos,Dick van Dijk,35.0,False,False
,Países Bajos,Luxembourg,Países Bajos,Theo Pahlplatz,85.0,False,False
,Países Bajos,Luxembourg,Países Bajos,Theo Pahlplatz,88.0,False,False
